"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","주차 면(주차 가능 차량 수)","현재 주차중인 대수","현재 주차 차량 업데이트 시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도","배정코드","배정코드명"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46601421","126.88748953","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46597233","126.88735645","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.4657432","126.88705626","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46594073","126.88695485","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46602736","126.88753141","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46600704","126.8874671","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46574925","126.88707991","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46581376","126.88681107","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46588038","126.88704287","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46584605","126.88692942","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46582011","126.88683272","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.4659676","126.88733377","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46589805","126.88710257","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46598671","126.88740134","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.465801","126.88676755","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46585881","126.88697294","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46584182","126.88660055","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46602019","126.88751047","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46596652","126.88704138","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46575522","126.8871008","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46573721","126.88703233","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46593106","126.8872112","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46586516","126.88699609","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.4659056","126.88712426","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.465912","126.88714608","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46582652","126.88685541","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46582628","126.88654222","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46597956","126.88737889","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46589046","126.88708075","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46596007","126.88701974","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46580736","126.88678925","PIS01","노상.점유중"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46585241","126.88695112","PIS02","미배정미점유"
"1526909","가산동금천교(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","031-405-8808","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","4","2019-10-12 19:35:18","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:53:31","N","무료","Y","유료","0","1154510100104","250","5","250","5","0","0","0","0","0","37.46581884","126.88655805","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48889865","127.00776341","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48891657","127.00782277","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48888301","127.00770405","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48886623","127.00764517","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48893335","127.00788404","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48884945","127.00758582","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48787734","127.00759415","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48895165","127.0079434","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48854485","127.00743985","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48883229","127.00752167","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48839275","127.00747334","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48818487","127.00752238","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48792692","127.00758279","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48870004","127.00740666","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48864783","127.00741832","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48859634","127.00742908","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48844615","127.00746138","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48802657","127.00755946","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48849478","127.00744972","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.4883403","127.0074865","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48828881","127.00749966","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48823732","127.00751042","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48813242","127.00753674","PIS02","미배정미점유"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48807997","127.0075475","PIS01","노상.점유중"
"1530898","3-66(구)","서초구 서초동 1741-3","NS","노상 주차장","2","거주자 우선 주차장","","2","20~120분이내 연계데이터 존재(정보수집중)","25","0","2019-10-12 19:06:18","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-10-11 10:59:04","N","무료","N","무료","0","1165010800008","0","0","0","0","0","0","0","0","0","37.48797413","127.00757023","PIS01","노상.점유중"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54179645","127.01702495","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54190287","127.01697324","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54194307","127.01695388","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54181731","127.01701373","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.5418381","127.01700296","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54192328","127.01696324","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54185903","127.01699353","PIS02","미배정미점유"
"1534201","거주자우선주차장(시)","성동구 옥수동 343-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","8","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 11:13:44","N","무료","Y","유료","90000","1120011300014","100","5","100","5","0","0","0","0","0","37.54188168","127.01698306","PIS02","미배정미점유"
"1535947","거주자우선주차장(구)","성동구 마장동 494-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","124","0","","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2019-06-10 11:14:02","N","무료","Y","유료","80000","1120010500004","250","5","250","5","0","0","0","0","10000","37.56953916","127.03977639","PIS02","미배정미점유"
